"","Wavelength..nm.","Absorbance"
"1",250,0
"2",251,0
"3",252,0
"4",253,0
"5",254,0
"6",255,0
"7",256,0
"8",257,0
"9",258,0
"10",259,0
"11",260,0
"12",261,0
"13",262,0
"14",263,0
"15",264,0
"16",265,0
"17",266,0
"18",267,0
"19",268,0
"20",269,0
"21",270,0
"22",271,0
"23",272,0
"24",273,0
"25",274,0
"26",275,0
"27",276,0
"28",277,0
"29",278,0
"30",279,0
"31",280,0
"32",281,0
"33",282,0
"34",283,0
"35",284,0
"36",285,0
"37",286,0
"38",287,0
"39",288,0
"40",289,0
"41",290,0
"42",291,0
"43",292,0
"44",293,0
"45",294,0
"46",295,0
"47",296,0
"48",297,0
"49",298,0
"50",299,0
"51",300,0
"52",301,0
"53",302,0
"54",303,0
"55",304,0
"56",305,0
"57",306,0
"58",307,0
"59",308,0
"60",309,0
"61",310,0
"62",311,0
"63",312,0
"64",313,0
"65",314,0
"66",315,0
"67",316,0
"68",317,0
"69",318,0
"70",319,0
"71",320,0
"72",321,0
"73",322,0
"74",323,0
"75",324,0
"76",325,0
"77",326,0
"78",327,0
"79",328,0
"80",329,0
"81",330,0
"82",331,0
"83",332,0
"84",333,0
"85",334,0
"86",335,0
"87",336,0
"88",337,0
"89",338,0
"90",339,0
"91",340,0
"92",341,0
"93",342,0
"94",343,0
"95",344,0
"96",345,0
"97",346,0
"98",347,0
"99",348,0
"100",349,0
"101",350,0
"102",351,0
"103",352,0
"104",353,0
"105",354,0
"106",355,0
"107",356,0
"108",357,0
"109",358,0
"110",359,0
"111",360,0
"112",361,0
"113",362,0
"114",363,0
"115",364,0
"116",365,0
"117",366,0
"118",367,0
"119",368,0
"120",369,0
"121",370,0
"122",371,0
"123",372,0
"124",373,0
"125",374,0
"126",375,0
"127",376,0
"128",377,0
"129",378,0
"130",379,0
"131",380,0
"132",381,0
"133",382,0
"134",383,0
"135",384,0
"136",385,0
"137",386,0
"138",387,0
"139",388,0
"140",389,0
"141",390,0
"142",391,0
"143",392,0
"144",393,0
"145",394,0
"146",395,0
"147",396,0
"148",397,0
"149",398,0
"150",399,0
"151",400,0
"152",401,0
"153",402,0
"154",403,0
"155",404,0
"156",405,0
"157",406,0
"158",407,0
"159",408,0
"160",409,0
"161",410,0
"162",411,0
"163",412,0
"164",413,0
"165",414,0
"166",415,0
"167",416,0
"168",417,0
"169",418,0
"170",419,0
"171",420,0
"172",421,0
"173",422,0
"174",423,0
"175",424,0
"176",425,0
"177",426,0
"178",427,0
"179",428,0
"180",429,0
"181",430,0
"182",431,0
"183",432,0
"184",433,0
"185",434,0
"186",435,0
"187",436,0
"188",437,0
"189",438,0
"190",439,0
"191",440,0
"192",441,0
"193",442,0
"194",443,0
"195",444,0
"196",445,0
