Summary
[Data Information]
Data is:,Measurement Data
Dataset Name:,RawData
Sample Name:,Blank_4
Sample ID:,4
Edinburgh
Analyst:,Alexandra
Date/Time:,19/10/2023 12:46:22
Comments:,LOD
Parameter File Name:,Uvvis_confirm_alexandra.vspm
Report File Name
[Software Information]
Software Name:,LabSolutions UV-Vis
Version:,1.12
[Instrument Information]
Instrument Name:,UV
Instrument Type:,UV-1900 Series
Model (S/N):,1900 (A12535951280)

Parameter
[Measurement]
Start:,665 nm
End:,250 nm
Data Interval:,1.0
Scan Speed:,Medium speed
Spectrum Type:,Absorbance
[Accessories]
Accessories:,None
[Advanced]
Light Source Switch Wavelength:,340.00
S/R Switch:,Standard
[Repeat]
Repeat Measurement:,OFF
[Post-processing]
Spectrum Transformation:,OFF
Data Processing Table:,OFF
Print:,OFF

Wavelength (nm),Absorbance
250.0,-0.044
251.0,-0.044
252.0,-0.044
253.0,-0.044
254.0,-0.043
255.0,-0.043
256.0,-0.043
257.0,-0.043
258.0,-0.043
259.0,-0.042
260.0,-0.042
261.0,-0.042
262.0,-0.042
263.0,-0.041
264.0,-0.041
265.0,-0.041
266.0,-0.040
267.0,-0.040
268.0,-0.040
269.0,-0.040
270.0,-0.039
271.0,-0.039
272.0,-0.039
273.0,-0.039
274.0,-0.038
275.0,-0.038
276.0,-0.038
277.0,-0.038
278.0,-0.038
279.0,-0.038
280.0,-0.038
281.0,-0.038
282.0,-0.038
283.0,-0.038
284.0,-0.038
285.0,-0.038
286.0,-0.038
287.0,-0.038
288.0,-0.038
289.0,-0.038
290.0,-0.038
291.0,-0.038
292.0,-0.039
293.0,-0.039
294.0,-0.039
295.0,-0.039
296.0,-0.040
297.0,-0.040
298.0,-0.040
299.0,-0.041
300.0,-0.041
301.0,-0.041
302.0,-0.042
303.0,-0.042
304.0,-0.042
305.0,-0.042
306.0,-0.042
307.0,-0.042
308.0,-0.043
309.0,-0.043
310.0,-0.042
311.0,-0.043
312.0,-0.042
313.0,-0.042
314.0,-0.042
315.0,-0.042
316.0,-0.042
317.0,-0.042
318.0,-0.042
319.0,-0.041
320.0,-0.041
321.0,-0.041
322.0,-0.041
323.0,-0.040
324.0,-0.040
325.0,-0.040
326.0,-0.039
327.0,-0.039
328.0,-0.039
329.0,-0.038
330.0,-0.038
331.0,-0.038
332.0,-0.037
333.0,-0.037
334.0,-0.036
335.0,-0.036
336.0,-0.036
337.0,-0.035
338.0,-0.035
339.0,-0.035
340.0,-0.034
341.0,-0.033
342.0,-0.033
343.0,-0.032
344.0,-0.032
345.0,-0.032
346.0,-0.031
347.0,-0.031
348.0,-0.031
349.0,-0.030
350.0,-0.030
351.0,-0.030
352.0,-0.029
353.0,-0.029
354.0,-0.029
355.0,-0.028
356.0,-0.028
357.0,-0.028
358.0,-0.027
359.0,-0.027
360.0,-0.027
361.0,-0.027
362.0,-0.026
363.0,-0.026
364.0,-0.026
365.0,-0.025
366.0,-0.025
367.0,-0.025
368.0,-0.024
369.0,-0.024
370.0,-0.024
371.0,-0.024
372.0,-0.023
373.0,-0.023
374.0,-0.023
